
>>> [MEM] 2026-07-07T09:58:08.550306+00:00 {"host_mem_used_gb": 5.84, "swap_used_gb": 0.0, "cpu_user_pct": 0, "cpu_system_pct": 0, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<
>>> [MEM] 2026-07-07T09:58:16.550378+00:00 {"host_mem_used_gb": 6.23, "swap_used_gb": 0.0, "cpu_user_pct": 8.05, "cpu_system_pct": 2.43, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:18.678731+00:00 {"host_mem_used_gb": 6.67, "swap_used_gb": 0.0, "cpu_user_pct": 73.39, "cpu_system_pct": 4.42, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:18.679346+00:00 {"host_mem_used_gb": 6.78, "swap_used_gb": 0.0, "cpu_user_pct": 98.41, "cpu_system_pct": 1.59, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:19.550879+00:00 {"host_mem_used_gb": 6.99, "swap_used_gb": 0.0, "cpu_user_pct": 10.32, "cpu_system_pct": 2.35, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:20.550284+00:00 {"host_mem_used_gb": 6.99, "swap_used_gb": 0.0, "cpu_user_pct": 0.25, "cpu_system_pct": 0.17, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:21.550515+00:00 {"host_mem_used_gb": 6.99, "swap_used_gb": 0.0, "cpu_user_pct": 0.76, "cpu_system_pct": 0.59, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:22.550787+00:00 {"host_mem_used_gb": 6.99, "swap_used_gb": 0.0, "cpu_user_pct": 0.84, "cpu_system_pct": 0.84, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:23.550209+00:00 {"host_mem_used_gb": 6.99, "swap_used_gb": 0.0, "cpu_user_pct": 0.75, "cpu_system_pct": 0.75, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:24.550298+00:00 {"host_mem_used_gb": 6.99, "swap_used_gb": 0.0, "cpu_user_pct": 0.67, "cpu_system_pct": 0.67, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:25.550265+00:00 {"host_mem_used_gb": 7.0, "swap_used_gb": 0.0, "cpu_user_pct": 0.67, "cpu_system_pct": 0.76, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:26.551725+00:00 {"host_mem_used_gb": 7.0, "swap_used_gb": 0.0, "cpu_user_pct": 0.84, "cpu_system_pct": 0.67, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:27.550383+00:00 {"host_mem_used_gb": 7.02, "swap_used_gb": 0.0, "cpu_user_pct": 1.01, "cpu_system_pct": 1.17, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:28.550338+00:00 {"host_mem_used_gb": 7.02, "swap_used_gb": 0.0, "cpu_user_pct": 0.5, "cpu_system_pct": 0.34, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:29.550461+00:00 {"host_mem_used_gb": 7.02, "swap_used_gb": 0.0, "cpu_user_pct": 0.34, "cpu_system_pct": 0.34, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:30.550955+00:00 {"host_mem_used_gb": 7.02, "swap_used_gb": 0.0, "cpu_user_pct": 0.92, "cpu_system_pct": 1.26, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:31.550611+00:00 {"host_mem_used_gb": 7.03, "swap_used_gb": 0.0, "cpu_user_pct": 0.59, "cpu_system_pct": 0.25, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:32.550205+00:00 {"host_mem_used_gb": 7.03, "swap_used_gb": 0.0, "cpu_user_pct": 0.84, "cpu_system_pct": 0.84, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:33.554118+00:00 {"host_mem_used_gb": 7.03, "swap_used_gb": 0.0, "cpu_user_pct": 0.75, "cpu_system_pct": 0.59, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:34.550434+00:00 {"host_mem_used_gb": 7.03, "swap_used_gb": 0.0, "cpu_user_pct": 0.59, "cpu_system_pct": 0.67, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:35.550405+00:00 {"host_mem_used_gb": 7.03, "swap_used_gb": 0.0, "cpu_user_pct": 0.67, "cpu_system_pct": 0.67, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:36.551061+00:00 {"host_mem_used_gb": 7.03, "swap_used_gb": 0.0, "cpu_user_pct": 0.67, "cpu_system_pct": 0.67, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:37.550356+00:00 {"host_mem_used_gb": 7.03, "swap_used_gb": 0.0, "cpu_user_pct": 0.34, "cpu_system_pct": 0.25, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:38.551788+00:00 {"host_mem_used_gb": 7.03, "swap_used_gb": 0.0, "cpu_user_pct": 0.92, "cpu_system_pct": 1.34, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:39.550917+00:00 {"host_mem_used_gb": 7.03, "swap_used_gb": 0.0, "cpu_user_pct": 0.42, "cpu_system_pct": 0.17, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:40.550456+00:00 {"host_mem_used_gb": 7.03, "swap_used_gb": 0.0, "cpu_user_pct": 0.17, "cpu_system_pct": 0.17, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:41.550991+00:00 {"host_mem_used_gb": 7.03, "swap_used_gb": 0.0, "cpu_user_pct": 1.17, "cpu_system_pct": 1.01, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:42.551457+00:00 {"host_mem_used_gb": 7.03, "swap_used_gb": 0.0, "cpu_user_pct": 0.5, "cpu_system_pct": 0.34, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:43.550708+00:00 {"host_mem_used_gb": 7.04, "swap_used_gb": 0.0, "cpu_user_pct": 1.18, "cpu_system_pct": 1.18, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:44.550366+00:00 {"host_mem_used_gb": 7.04, "swap_used_gb": 0.0, "cpu_user_pct": 0.34, "cpu_system_pct": 0.25, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:45.550316+00:00 {"host_mem_used_gb": 7.04, "swap_used_gb": 0.0, "cpu_user_pct": 0.5, "cpu_system_pct": 0.59, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:46.551888+00:00 {"host_mem_used_gb": 7.04, "swap_used_gb": 0.0, "cpu_user_pct": 1.09, "cpu_system_pct": 0.67, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:47.550317+00:00 {"host_mem_used_gb": 7.04, "swap_used_gb": 0.0, "cpu_user_pct": 0.59, "cpu_system_pct": 0.59, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:48.550250+00:00 {"host_mem_used_gb": 7.04, "swap_used_gb": 0.0, "cpu_user_pct": 0.5, "cpu_system_pct": 0.42, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:49.550399+00:00 {"host_mem_used_gb": 7.04, "swap_used_gb": 0.0, "cpu_user_pct": 1.09, "cpu_system_pct": 1.18, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:50.551741+00:00 {"host_mem_used_gb": 7.04, "swap_used_gb": 0.0, "cpu_user_pct": 0.33, "cpu_system_pct": 0.25, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:51.550613+00:00 {"host_mem_used_gb": 7.04, "swap_used_gb": 0.0, "cpu_user_pct": 1.18, "cpu_system_pct": 0.67, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:52.551169+00:00 {"host_mem_used_gb": 7.04, "swap_used_gb": 0.0, "cpu_user_pct": 0.67, "cpu_system_pct": 0.75, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:53.551327+00:00 {"host_mem_used_gb": 7.04, "swap_used_gb": 0.0, "cpu_user_pct": 0.5, "cpu_system_pct": 0.42, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:54.550889+00:00 {"host_mem_used_gb": 7.04, "swap_used_gb": 0.0, "cpu_user_pct": 1.18, "cpu_system_pct": 1.09, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:55.551840+00:00 {"host_mem_used_gb": 7.04, "swap_used_gb": 0.0, "cpu_user_pct": 0.42, "cpu_system_pct": 0.17, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:56.550219+00:00 {"host_mem_used_gb": 7.04, "swap_used_gb": 0.0, "cpu_user_pct": 0.84, "cpu_system_pct": 0.76, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:57.551209+00:00 {"host_mem_used_gb": 7.05, "swap_used_gb": 0.0, "cpu_user_pct": 0.76, "cpu_system_pct": 0.67, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:58.550874+00:00 {"host_mem_used_gb": 7.05, "swap_used_gb": 0.0, "cpu_user_pct": 0.75, "cpu_system_pct": 1.01, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:58:59.550435+00:00 {"host_mem_used_gb": 7.05, "swap_used_gb": 0.0, "cpu_user_pct": 1.01, "cpu_system_pct": 0.76, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:00.551101+00:00 {"host_mem_used_gb": 7.05, "swap_used_gb": 0.0, "cpu_user_pct": 0.67, "cpu_system_pct": 0.59, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:01.550587+00:00 {"host_mem_used_gb": 7.05, "swap_used_gb": 0.0, "cpu_user_pct": 0.5, "cpu_system_pct": 0.25, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:02.550261+00:00 {"host_mem_used_gb": 7.05, "swap_used_gb": 0.0, "cpu_user_pct": 0.84, "cpu_system_pct": 0.67, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:03.550609+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.76, "cpu_system_pct": 0.84, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:04.550390+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.25, "cpu_system_pct": 0.25, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:05.550902+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.92, "cpu_system_pct": 1.18, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:06.550599+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.75, "cpu_system_pct": 0.25, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:07.551109+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.92, "cpu_system_pct": 1.09, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:08.550369+00:00 {"host_mem_used_gb": 7.05, "swap_used_gb": 0.0, "cpu_user_pct": 0.59, "cpu_system_pct": 0.42, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:09.550673+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.76, "cpu_system_pct": 0.76, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:10.551051+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.76, "cpu_system_pct": 0.67, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:11.550588+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.84, "cpu_system_pct": 0.67, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:12.551245+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.34, "cpu_system_pct": 0.25, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:13.550909+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.92, "cpu_system_pct": 0.84, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:14.550324+00:00 {"host_mem_used_gb": 7.05, "swap_used_gb": 0.0, "cpu_user_pct": 0.84, "cpu_system_pct": 0.92, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:15.550355+00:00 {"host_mem_used_gb": 7.05, "swap_used_gb": 0.0, "cpu_user_pct": 0.84, "cpu_system_pct": 0.67, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:16.550879+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 1.34, "cpu_system_pct": 1.85, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:17.551250+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.42, "cpu_system_pct": 0.17, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:18.550562+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 1.26, "cpu_system_pct": 1.34, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:19.550193+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.42, "cpu_system_pct": 0.25, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:20.550764+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.59, "cpu_system_pct": 0.75, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:21.550313+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 1.01, "cpu_system_pct": 0.59, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:22.550608+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.42, "cpu_system_pct": 0.59, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:23.550364+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.5, "cpu_system_pct": 0.59, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:24.550444+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.5, "cpu_system_pct": 0.5, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:25.550574+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.5, "cpu_system_pct": 0.5, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:26.550464+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 1.09, "cpu_system_pct": 0.75, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:27.551028+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.67, "cpu_system_pct": 0.5, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:28.551578+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.42, "cpu_system_pct": 0.42, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:29.550427+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 1.01, "cpu_system_pct": 1.09, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:30.550455+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.25, "cpu_system_pct": 0.25, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:31.550248+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.84, "cpu_system_pct": 0.92, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:32.550586+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.76, "cpu_system_pct": 0.59, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:33.550911+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.75, "cpu_system_pct": 0.75, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:34.551167+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.76, "cpu_system_pct": 0.67, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:35.550873+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.25, "cpu_system_pct": 0.42, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:36.552112+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.84, "cpu_system_pct": 0.67, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:37.550380+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.67, "cpu_system_pct": 0.67, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:38.550568+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.67, "cpu_system_pct": 0.84, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:39.550980+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.42, "cpu_system_pct": 0.17, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:40.550944+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.92, "cpu_system_pct": 1.01, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:41.550673+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 0.25, "cpu_system_pct": 0.25, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:42.550293+00:00 {"host_mem_used_gb": 7.06, "swap_used_gb": 0.0, "cpu_user_pct": 1.26, "cpu_system_pct": 1.01, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:43.550342+00:00 {"host_mem_used_gb": 7.07, "swap_used_gb": 0.0, "cpu_user_pct": 0.42, "cpu_system_pct": 0.34, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:44.551031+00:00 {"host_mem_used_gb": 7.07, "swap_used_gb": 0.0, "cpu_user_pct": 0.67, "cpu_system_pct": 0.67, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:45.550569+00:00 {"host_mem_used_gb": 7.07, "swap_used_gb": 0.0, "cpu_user_pct": 0.59, "cpu_system_pct": 0.67, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:46.550948+00:00 {"host_mem_used_gb": 7.07, "swap_used_gb": 0.0, "cpu_user_pct": 0.59, "cpu_system_pct": 0.42, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:47.550285+00:00 {"host_mem_used_gb": 7.07, "swap_used_gb": 0.0, "cpu_user_pct": 0.75, "cpu_system_pct": 0.59, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:48.550890+00:00 {"host_mem_used_gb": 7.07, "swap_used_gb": 0.0, "cpu_user_pct": 0.76, "cpu_system_pct": 0.84, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:49.550233+00:00 {"host_mem_used_gb": 7.07, "swap_used_gb": 0.0, "cpu_user_pct": 0.76, "cpu_system_pct": 0.67, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

>>> [MEM] 2026-07-07T09:59:50.550441+00:00 {"host_mem_used_gb": 7.07, "swap_used_gb": 0.0, "cpu_user_pct": 0.67, "cpu_system_pct": 0.5, "hbm_gb": {}, "hbm_breakdown": {}, "neuroncore_util_pct": {}} <<<

